Campaign,Ad group,Keyword,Match type,Impressions,Clicks,Conversions,trans - us_qb001 - 19 - 1582695525771769364,QBSE_MCC_BuyNow_90 Days,QBOLive_MCC_Lead_90Days,trans - us_qb01d - 19 - 1582695525771241388,PSG_MCC_Order_90 Days,trans - us_qb00d - 19 - 1582695525771387916,QBES_MCC_Signup_90Days,trans - us_qb017 - 19 - 1582695525771849587,QBDT_MCC_Order_90 Days,trans - us_qb00- - 19 - 1582695525771704407,trans - us_qb01- - 19 - 1582695525771217054,Calls from ads,trans - us_qb00c - 19 - 1582695525771425165,trans - us_qb00a - 19 - 1582695525771567110,1099_MCC_Purchase_90 Days,trans - us_qb00g - 19 - 1582695525771448247,QBEcosystem_MCC_WWSUIVisit_90 Days,trans - us_qb01a - 19 - 1582695525771226066,trans - us_qb004 - 19 - 1582695525771799558,trans - us_qb00f - 19 - 1582695525771546228,trans - us_qb0 - 19 - 1582695525771833426,QBO_Advanced_MCC_BuyNow_90Days,QBSE_MCC_Sub_90 Days,trans - us_po00 - 19 - 1582695525771917573,trans - us_qb01k - 19 - 1582695525771972335,ProAdvisor_MCC_Signup_90 Days,QBOA_MCC_Signup_90 Days,trans - us_qb018 - 19 - 1582695525771856716,trans - us_qb00m - 19 - 1582695525771759376,QBSE_MCC_Signup_90 Days,QBO_MCC_Login_90Days,QBOLive_MCC_ScheduleConsult_90Days,trans - us_qb00r - 19 - 1582695525771539487,PayrollFirst_MCC_BuyNow_90 Days,trans - us_qb00q - 19 - 1582695525771416667,trans - us_pa0 - 19 - 1582695525771179557,trans - us_qb00i - 19 - 1582695525771365531,QBO_MCC_Signup_90 Days,QBO_MCC_BuyNow_90Days,trans - us_pr0 - 19 - 1582695525771209368,trans - us_ps0 - 19 - 1582695525771886990,QuickBooks Accounting+Invoice (Android) installs,trans - us_qb019 - 19 - 1582695525771864364,trans - us_qb01h - 19 - 1582695525771896332,All conv.,Cost,Total conv. value,CTR,Conv. rate,Avg. CPC,Avg. position,Top of page CPC,First page CPC,Quality score,Ad relevance,Expected clickthrough rate,Landing page experience,Labels,Campaign state,Ad group state,Keyword state,Campaign ID,Ad group ID,Keyword ID
QB_US_GGL_Brand_Purchase_Exact_Search_Mobile_MMMarch20,Cost,how much is quickbooks,Exact,189.0,51.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,71.68,462.0,0.2698,0.0392,1.40549, --,0.18,0.18,9,Average,Above average,Above average, --,enabled,enabled,enabled,9653558793,102266981754,297230363899
QB_US_GGL_Brand_Purchase_Exact_Search_Mobile,Cost,how much is quickbooks,Exact,187.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,90.26,0.0,0.29410000000000003,0.0,1.641091, --,0.0,0.48,8,Below average,Above average,Above average, --,enabled,enabled,enabled,8518794362,89370600467,297230363899
QB_US_GGL_Brand_Ancillary_Exact_Search_Mobile_MMMarch20,Ancillary_Year - 2020,quickbook 2020,Exact,175.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,43.04,0.0,0.1714,0.0,1.434667, --,0.28,0.27,9,Average,Above average,Above average, --,enabled,enabled,enabled,9656892385,99607373752,657346115963
QBDT_US_GGL_Brand_Ancillary_Exact_Search_Desktop,MAC_Year - 2020,quickbooks for mac 2020,Exact,161.0,52.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,21.0,682.46,3003.0,0.32299999999999995,0.0962,13.124231, --,2.21,0.64,9,Average,Above average,Above average, --,enabled,enabled,enabled,1479750863,90204116367,657346118123
QBDT_US_GGL_Brand_Ancillary_Exact_Search_Desktop,MAC_Computer,quickbooks desktop mac,Exact,160.0,35.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,388.69,800.0,0.2188,0.0286,11.105429, --,0.0,1.3,9,Average,Above average,Above average, --,enabled,enabled,enabled,1479750863,90204115367,362385244517
QBDT_US_GGL_Brand_Ancillary_Exact_Search_Desktop_MMMarch20,MAC_Computer,quickbooks mac,Exact,160.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,125.47,0.0,0.20620000000000002,0.0,3.802121, --,0.4,0.37,10,Above average,Above average,Above average, --,enabled,enabled,enabled,9653421075,97487258285,13188172
QB_US_GGL_Brand_Other_Exact_Search_Desktop,Compare_Competitor - Xero,xero vs quickbooks,Exact,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, --,6.15,4.38,5,Below average,Below average,Above average, --,enabled,enabled,enabled,1479751085,62756564572,43030356793
QB_US_GGL_Brand_Ancillary_Exact_Search_Mobile,Ancillary_Year - 2020,quickbook 2020,Exact,145.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,64.16,0.0,0.2966,0.0,1.492093, --,0.29,0.27,9,Average,Above average,Above average, --,enabled,enabled,enabled,8517736047,83756497382,657346115963
QBDT_US_GGL_Brand_Ancillary_Exact_Search_Desktop_MMMarch20,SKU_Desktop,quickbook desktop,Exact,144.0,45.0,1.97,0.0,0.0,0.0,0.97,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,20.97,434.87,524.18,0.3125,0.0437,9.663778, --,0.9,0.69,9,Average,Above average,Above average, --,enabled,enabled,enabled,9653421075,97487255685,299596881489
QB_US_GGL_Brand_Other_Exact_Search_Desktop,Compare_Competitor - Freshbooks,quickbooks vs freshbooks,Exact,138.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.78,0.0,0.014499999999999999,0.0,33.89, --,7.1,4.15,5,Below average,Below average,Above average, --,enabled,enabled,enabled,1479751085,62756564532,362385281237
QB_US_GGL_Brand_Other_Exact_Search_Desktop_MMMarch20,Compare_Competitor - Freshbooks,quickbooks vs freshbooks,Exact,138.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,45.1,327.0,0.028999999999999998,0.25,11.275, --,5.35,3.5,5,Below average,Below average,Above average, --,enabled,enabled,enabled,9648710399,102131348827,362385281237
QBDT_US_GGL_Brand_Ancillary_Exact_Search_Desktop,SKU_Desktop 2019,quickbooks desktop 2019,Exact,135.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,137.93,0.0,0.19260000000000002,0.0,5.305, --,0.6,0.35,7,Average,Average,Above average, --,enabled,enabled,enabled,1479750863,67053469639,464405465462
QBDT_US_GGL_Brand_Ancillary_Exact_Search_Desktop_MMMarch20,MAC_Computer,quickbooks desktop for mac,Exact,134.0,47.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,286.61,1988.92,0.3507,0.0851,6.098085, --,1.19,1.06,9,Average,Above average,Above average, --,enabled,enabled,enabled,9653421075,97487258285,362385244237
QBDT_US_GGL_Brand_Ancillary_Exact_Search_Desktop_MMMarch20,Purchase_Trial,quickbooks desktop trial,Exact,132.0,58.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,57.0,90.46,1319.84,0.43939999999999996,0.10339999999999999,1.559655, --,0.45,0.43,7,Average,Above average,Average, --,enabled,enabled,enabled,9653421075,97487259525,299596891649
QB_US_GGL_Brand_Other_Exact_Search_Desktop_MMMarch20,Awareness_Versions,quickbooks versions,Exact,130.0,37.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,118.32,327.0,0.2846,0.027000000000000003,3.197838, --,0.32,0.31,9,Average,Above average,Above average, --,enabled,enabled,enabled,9648710399,102131350467,1667400504
QBDT_US_GGL_Brand_Ancillary_Exact_Search_Desktop,MAC_Computer,quickbooks desktop for mac,Exact,130.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,242.58,0.0,0.1923,0.0,9.7032, --,0.95,0.85,7,Average,Average,Above average, --,enabled,enabled,enabled,1479750863,90204115367,362385244237
QBDT_US_GGL_Brand_Ancillary_Exact_Search_Desktop,SKU_Desktop,quickbook desktop,Exact,126.0,42.0,2.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17.92,372.5,1723.71,0.3333,0.0694,8.869048, --,0.36,0.3,9,Average,Above average,Above average, --,enabled,enabled,enabled,1479750863,58838807938,299596881489
QBDT_US_GGL_Brand_Ancillary_Exact_Search_Desktop_MMMarch20,SKU_Desktop 2019,quickbooks desktop 2019,Exact,120.0,32.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,69.77,91.58,0.2667,0.031200000000000002,2.180313, --,0.37,0.17,9,Average,Above average,Above average, --,enabled,enabled,enabled,9653421075,97487257405,464405465462
QB_US_GGL_Brand_Purchase_Exact_Search_Mobile_MMMarch20,Cost,how much does quickbooks cost,Exact,119.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,21.2,0.0,0.2521,0.0,0.706667, --,0.23,0.23,9,Average,Above average,Above average, --,enabled,enabled,enabled,9653558793,102266981754,297230363699
QBDT_US_GGL_Brand_Ancillary_Exact_Search_Desktop,Purchase_Trial,quickbooks desktop trial,Exact,109.0,17.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,39.36,108.58,0.156,0.1176,2.315294, --,0.73,0.73,5,Below average,Average,Average, --,enabled,enabled,enabled,1479750863,90204116607,299596891649
QBDT_US_GGL_Brand_Ancillary_Exact_Search_Desktop_MMMarch20,MAC_Computer,quickbooks desktop mac,Exact,109.0,31.0,4.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.34,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,16.34,224.25,3165.02,0.2844,0.1401,7.233871, --,0.83,0.76,9,Average,Above average,Above average, --,enabled,enabled,enabled,9653421075,97487258285,362385244517
QB_US_GGL_Brand_Other_Exact_Search_Desktop,Compare_Competitor - Xero,quickbooks vs xero,Exact,106.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,78.16,388.92,0.0189,1.0,39.08, --,8.0,7.59,5,Below average,Below average,Above average, --,enabled,enabled,enabled,1479751085,62756564572,298896568258
QB_US_GGL_Brand_Purchase_Exact_Search_Mobile,Cost,how much does quickbooks cost,Exact,105.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,39.8,0.0,0.2571,0.0,1.474074, --,0.51,0.45,8,Below average,Above average,Above average, --,enabled,enabled,enabled,8518794362,89370600467,297230363699
QB_US_GGL_Brand_Ancillary_Exact_Search_Mobile_MMMarch20,Ancillary_Free,is quickbooks free,Exact,104.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,29.7,0.0,0.07690000000000001,0.0,3.7125, --,0.23,0.23,7,Average,Average,Above average, --,enabled,enabled,enabled,9656892385,99607379232,298145626509
QB_US_GGL_Brand_Other_Exact_Search_Desktop,Awareness_Plans,quickbooks plans,Exact,103.0,19.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.01,35.92,9.22,0.1845,0.0003,1.890526, --,0.19,0.19,9,Average,Above average,Above average, --,enabled,enabled,enabled,1479751085,85378792286,362385272317
QBDT_US_GGL_Brand_Ancillary_Exact_Search_Desktop,SKU_Pro_Desktop,quickbooks pro desktop,Exact,101.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,84.57,0.0,0.12869999999999998,0.0,6.505385, --,0.76,0.71,9,Average,Above average,Above average, --,enabled,enabled,enabled,1479750863,58838809178,362385274517
QB_US_GGL_Brand_Other_Exact_Search_Desktop_MMMarch20,Awareness_Plans,quickbooks plans,Exact,100.0,34.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,20.0,50.77,327.0,0.34,0.0294,1.493235, --,0.21,0.19,9,Average,Above average,Above average, --,enabled,enabled,enabled,9648710399,102131351027,362385272317
QB_US_GGL_Brand_Other_Exact_Search_Desktop,Compare_Premier vs Pro,quickbook premier vs pro,Exact,98.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,48.98,0.0,0.16329999999999997,0.0,3.06125, --,0.98,0.95,6,Below average,Average,Above average, --,enabled,enabled,enabled,1479751085,62756564772,362385234237
QBDT_US_GGL_Brand_Ancillary_Exact_Search_Desktop_MMMarch20,MAC_Download,quickbooks for mac download,Exact,97.0,28.0,2.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.94,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,16.94,97.36,6314.06,0.2887,0.10490000000000001,3.477143, --,0.43,0.41,9,Average,Above average,Above average, --,enabled,enabled,enabled,9653421075,97487258325,298381357176
QBDT_US_GGL_Brand_Ancillary_Exact_Search_Desktop_MMMarch20,MAC_Software-App,quickbooks app for mac,Exact,96.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,43.7,0.0,0.4167,0.0,1.0925, --,0.31,0.31,9,Average,Above average,Above average, --,enabled,enabled,enabled,9653421075,97487259005,362385240477
QB_US_GGL_Brand_Ancillary_Exact_Search_Mobile_MMMarch20,Invoices,quickbooks invoice,Exact,94.0,35.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,15.0,125.85,654.0,0.37229999999999996,0.0571,3.595714, --,0.24,0.14,9,Average,Above average,Above average, --,enabled,enabled,enabled,9656892385,99607378712,228683834
QBDT_US_GGL_Brand_Ancillary_Exact_Search_Desktop,MAC_Download,quickbooks mac download,Exact,93.0,28.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.29,157.0,230.88,0.3011,0.0103,5.607143, --,0.45,0.4,9,Average,Above average,Above average, --,enabled,enabled,enabled,1479750863,90204115407,299596897889
QB_US_GGL_Brand_Other_Exact_Search_Desktop_MMMarch20,Compare_Premier vs Pro,quickbook premier vs pro,Exact,87.0,38.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,83.09,800.0,0.4368,0.0263,2.186579, --,0.33,0.27,9,Average,Above average,Above average, --,enabled,enabled,enabled,9648710399,102131349027,362385234237
QBDT_US_GGL_Brand_Ancillary_Exact_Search_Desktop,SKU_Desktop,desktop quickbooks,Exact,87.0,27.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,367.58,1764.0,0.3103,0.0741,13.614074, --,1.12,1.03,9,Average,Above average,Above average, --,enabled,enabled,enabled,1479750863,58838807938,299596813089
QB_US_GGL_Brand_Other_Exact_Search_Desktop,Consideration_Reviews,quickbooks review,Exact,85.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.31,0.0,0.0118,0.0,18.31, --,2.18,1.97,6,Average,Below average,Above average, --,enabled,enabled,enabled,1479751085,62756565252,26887196
QBDT_US_GGL_Brand_Ancillary_Exact_Search_Desktop,MAC_Software-App,quickbooks app for mac,Exact,84.0,40.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.27,49.63,47.04,0.47619999999999996,0.0067,1.24075, --,0.21,0.21,9,Average,Above average,Above average, --,enabled,enabled,enabled,1479750863,90204116087,362385240477
QBDT_US_GGL_Brand_Ancillary_Exact_Search_Desktop_MMMarch20,SKU_Desktop,desktop quickbooks,Exact,82.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,11.0,117.41,67.0,0.3171,0.0385,4.515769, --,0.88,0.46,9,Average,Above average,Above average, --,enabled,enabled,enabled,9653421075,97487255685,299596813089
QB_US_GGL_Brand_Ancillary_Exact_Search_Mobile,Invoices,quickbooks invoice,Exact,81.0,13.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,69.59,135.0,0.1605,0.07690000000000001,5.353077, --,0.52,0.28,7,Average,Average,Above average, --,enabled,enabled,enabled,8517736047,83756502222,228683834
QBDT_US_GGL_Brand_Ancillary_Exact_Search_Desktop_MMMarch20,Purchase_Desktop,quickbooks desktop pricing,Exact,78.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,46.21,0.0,0.3333,0.0,1.777308, --,0.35,0.28,9,Average,Above average,Above average, --,enabled,enabled,enabled,9653421075,97487259325,361322764477
